,popularity,top_casts_popularity_avg,casts_popularity_sum,crews_popularity_sum,budget,revenue,vote_count,is_good
976,5.53,3.8752,40.97800000000001,16.713,1705235.0,3501037.0,118,0
977,11.583,7.9380000000000015,91.47399999999999,15.661,31000000.0,185260553.0,763,0
978,12.793,8.395999999999999,83.74099999999999,24.484,45000000.0,56070433.0,450,0
979,17.302,14.716199999999995,138.68,22.086,45000000.0,178051587.0,1075,0
980,5.997999999999998,3.614399999999999,31.253,27.248,10000000.0,34500000.0,78,0
981,17.467,5.8058,88.49599999999997,64.283,35000000.0,57269863.0,1207,0
982,19.167,9.1028,103.844,29.997,85000000.0,149044513.0,1748,0
983,18.1,5.0754,45.79899999999999,87.70399999999997,29000000.0,50041732.0,721,0
984,40.911,14.2114,140.94799999999995,261.91099999999994,135000000.0,245724603.0,4659,0
985,3.759,0.6,1.2,1.656,100000.0,750000.0,8,0
986,21.234,11.773,220.58400000000003,51.586999999999996,90000000.0,250649836.0,2707,0
987,14.923,12.755999999999998,100.96499999999996,128.26399999999998,8000000.0,592565.0,121,0
988,16.309,8.611999999999998,107.786,96.37099999999998,65000000.0,128884132.0,939,0
989,13.39,6.0506,49.455,7.7159999999999975,25000000.0,36400360.0,403,0
990,9.021,2.1959999999999997,15.905999999999999,46.33299999999999,18000000.0,62000000.0,203,0
991,13.515999999999998,7.5356,77.025,33.636,54000000.0,130431368.0,1013,0
992,14.686,7.4072,66.60399999999998,14.927,15000000.0,39100956.0,177,0
993,6.864,5.600799999999999,61.540000000000006,21.184,1884000.0,1883811.0,39,0
994,12.639,6.2958,38.333,49.14,10000000.0,1415804.0,201,0
995,12.927,6.128399999999999,51.255,26.261999999999997,35000000.0,36236710.0,439,0
996,10.211,3.3448,48.555,53.49,9804690.0,2341534.0,1349,0
997,37.941,3.8372,43.30200000000001,28.279000000000003,3300000.0,30641770.0,5019,1
998,15.989,3.7969999999999997,28.346999999999998,30.690000000000005,9900000.0,2400000.0,1011,0
999,11.314,4.0134,35.23499999999999,43.23,5000000.0,368744044.0,1572,0
1000,1.675,13.915,202.07600000000005,63.35800000000001,110000000.0,407711549.0,7798,0
1001,12.511,9.8998,62.621,114.325,23000000.0,53187659.0,3311,0
1002,8.456,2.5126,18.563000000000006,7.033999999999999,200000.0,1160268.0,7,0
1003,17.238,6.274600000000001,91.726,35.86500000000001,1500000.0,1165882.0,603,0
1004,55.511,14.4912,181.668,95.43499999999996,50000000.0,549368315.0,9675,0
1005,16.352,9.3432,77.29999999999998,54.86099999999999,45000000.0,92374674.0,1446,0
1006,10.091,1.4604000000000004,15.27,18.307000000000002,4000000.0,1794187.0,910,1
1007,16.928,9.4456,118.768,176.66699999999992,52000000.0,205668210.0,2049,0
1008,20.265,3.802,56.975,29.824,2000000.0,78898765.0,1946,0
1009,17.767,10.0002,90.586,7.664999999999999,35000000.0,61746888.0,641,0
1010,43.536,9.8018,109.92499999999998,216.00900000000001,200000000.0,1108561013.0,12433,1
1011,13.425999999999998,11.3266,81.008,9.2,5000000.0,16174377.0,525,0
1012,6.274,1.3116,9.82,6.141999999999999,500000.0,1800000.0,58,0
1013,10.916,6.5520000000000005,60.79,26.204000000000004,6000000.0,3661757.0,139,0
1014,20.335,16.493000000000002,363.56800000000015,125.72799999999998,6000000.0,32438988.0,1712,0
1015,11.567,5.922600000000001,42.04600000000001,9.761,20000000.0,8016708.0,98,0
1016,19.02,7.7032,54.89100000000001,77.32899999999997,35000000.0,15304890.0,1959,0
1017,34.092,15.8332,140.577,138.37699999999998,13000000.0,329398046.0,11090,1
1018,13.997,8.2726,69.332,31.231,26000000.0,57891803.0,1256,0
1019,13.728,4.8870000000000005,50.852,41.359,28000000.0,97594140.0,1926,1
1020,128.893,11.479400000000002,219.96400000000003,155.034,100000000.0,876688482.0,16255,1
1021,12.575,8.342600000000001,137.981,20.098,75000000.0,183031272.0,1064,0
1022,26.637,10.1892,95.642,31.238000000000003,50000000.0,222809600.0,4145,0
1023,24.566,17.0842,203.786,112.05799999999998,170000000.0,299457024.0,5075,0
1024,21.187,11.1706,128.33100000000002,11.475,40000000.0,151161491.0,1495,0
1025,8.302999999999999,3.554,38.62,15.995999999999999,5500000.0,16722143.0,207,0
1026,19.561,7.907999999999999,67.66300000000001,12.570999999999998,28000000.0,92601050.0,852,0
1027,22.327,10.835,105.30799999999999,41.72400000000001,120000000.0,59522646.0,1672,0
1028,23.022,5.8804,57.779,17.175,16000000.0,68411275.0,435,0
1029,6.729,3.639,33.875,15.896999999999995,4500000.0,432671.0,53,0
1030,13.412,11.9344,70.15499999999999,37.13800000000001,22000000.0,9479718.0,474,0
1031,38.904,9.7884,69.878,64.01299999999999,40000000.0,127233108.0,2781,0
1032,25.717,11.6194,120.59499999999998,32.718,27500000.0,24748670.0,478,0
1033,4.663,2.8641999999999994,31.484,11.057999999999998,20000000.0,31244858.0,58,0
1034,9.941,3.1224000000000003,20.488000000000003,30.649,2133000.0,4428000.0,154,0
1035,14.575,9.6778,66.36,34.98100000000001,30000000.0,14110589.0,413,0
1036,37.365,12.788,215.065,66.93799999999999,130000000.0,847423452.0,13766,1
1037,14.733,13.3054,142.76699999999997,89.28799999999997,3600000.0,49800000.0,901,1
1038,53.367,5.1414,54.095,140.92199999999997,30000000.0,80509622.0,1994,0
1039,10.181,4.747400000000002,34.292,57.681999999999995,27000000.0,16504936.0,391,0
1040,14.175,9.284400000000002,95.49299999999997,42.80100000000001,15000000.0,1338365.0,813,0
1041,19.205,11.433399999999995,158.68300000000005,26.535000000000004,52500000.0,179213434.0,3455,1
1042,19.249,5.8976000000000015,51.95400000000001,81.92700000000002,22000000.0,851517.0,504,0
1043,14.206,3.9998000000000014,49.974,14.882,36000000.0,7000000.0,53,0
1044,9.657,2.4304,35.887,20.806000000000008,439000.0,2281000.0,97,0
1045,24.163,7.9792,82.359,40.036,18000000.0,42067430.0,2380,0
1046,11.745,6.9948000000000015,61.91100000000001,31.029,30000000.0,15368897.0,148,0
1047,25.358,11.36,97.081,91.70199999999996,39000000.0,81493846.0,2401,0
1048,93.406,6.0204,55.045,26.60900000000001,8820000.0,87547518.0,4632,1
1049,24.567,6.458800000000001,71.976,59.29399999999999,6000000.0,23341568.0,7640,1
1050,10.016,6.1462,55.00700000000001,18.164000000000005,5000000.0,11724119.0,512,0
1051,3.053,1.8184,22.506,16.47,1300000.0,3100000.0,36,1
1052,14.75,8.398,75.717,13.114,60000000.0,127766650.0,1176,0
1053,77.167,7.8224,116.12399999999998,208.297,180000000.0,407602906.0,9597,0
1054,35.549,10.0674,130.83,158.7839999999999,70000000.0,161025640.0,5210,0
1055,14.467,5.23,51.611000000000004,31.248000000000005,2000000.0,8000000.0,573,1
1056,1.095,3.0704,17.61,2.4,2200000.0,1444235.0,0,0
1057,10.308,8.9268,71.384,20.509000000000004,7000000.0,8349430.0,295,1
1058,8.591000000000001,2.912,32.408,15.169999999999998,6000000.0,12353768.0,171,0
1059,5.7170000000000005,2.8348,23.475,24.006,9400000.0,2200000.0,63,0
1060,9.696,5.4256,62.559,21.409000000000013,25868826.0,18552314.0,520,0
1061,24.838,13.637,100.56699999999998,71.71799999999995,15774948.0,741875.0,1125,0
1062,24.13,10.2206,176.13400000000001,39.40599999999999,200000000.0,491868548.0,5608,0
1063,76.354,20.859,290.39100000000013,46.642,175000000.0,529221154.0,5454,1
1064,13.092,10.1934,127.27600000000001,53.431,40000000.0,48198019.0,695,0
1065,2.814,1.6824,12.646999999999998,17.380000000000006,6400000.0,2556911.0,23,0
